,system:id,y,x,relativeOrbitNumber_start,timestamp,year,datedif
250,COPERNICUS/S1_GRD/S1B_IW_GRDH_1SDV_20200528T011300_20200528T011325_021775_029543_ED36,50.59,-111.13,49,2020-05-28 01:13:00+00:00,2020,12.0
251,COPERNICUS/S1_GRD/S1B_IW_GRDH_1SDV_20200609T011301_20200609T011326_021950_029A81_3020,50.59,-111.12,49,2020-06-09 01:13:01+00:00,2020,12.0
252,COPERNICUS/S1_GRD/S1B_IW_GRDH_1SDV_20200621T011301_20200621T011326_022125_029FD3_5FAA,50.59,-111.12,49,2020-06-21 01:13:01+00:00,2020,12.0
253,COPERNICUS/S1_GRD/S1B_IW_GRDH_1SDV_20200715T011303_20200715T011328_022475_02AA7E_E07C,50.59,-111.13,49,2020-07-15 01:13:03+00:00,2020,24.0
254,COPERNICUS/S1_GRD/S1B_IW_GRDH_1SDV_20200727T011303_20200727T011328_022650_02AFD3_6614,50.59,-111.13,49,2020-07-27 01:13:03+00:00,2020,12.0
255,COPERNICUS/S1_GRD/S1B_IW_GRDH_1SDV_20200808T011304_20200808T011329_022825_02B521_0680,50.59,-111.13,49,2020-08-08 01:13:04+00:00,2020,12.0
256,COPERNICUS/S1_GRD/S1B_IW_GRDH_1SDV_20200820T011305_20200820T011330_023000_02BA93_D514,50.59,-111.12,49,2020-08-20 01:13:05+00:00,2020,12.0
257,COPERNICUS/S1_GRD/S1B_IW_GRDH_1SDV_20200901T011306_20200901T011331_023175_02C011_52D9,50.59,-111.13,49,2020-09-01 01:13:06+00:00,2020,12.0
258,COPERNICUS/S1_GRD/S1B_IW_GRDH_1SDV_20200913T011306_20200913T011331_023350_02C58A_325A,50.59,-111.13,49,2020-09-13 01:13:06+00:00,2020,12.0
259,COPERNICUS/S1_GRD/S1B_IW_GRDH_1SDV_20200925T011306_20200925T011331_023525_02CB06_0858,50.59,-111.13,49,2020-09-25 01:13:06+00:00,2020,12.0
260,COPERNICUS/S1_GRD/S1B_IW_GRDH_1SDV_20201007T011307_20201007T011332_023700_02D084_511A,50.59,-111.13,49,2020-10-07 01:13:07+00:00,2020,12.0
261,COPERNICUS/S1_GRD/S1B_IW_GRDH_1SDV_20201019T011306_20201019T011331_023875_02D5E9_78DC,50.59,-111.12,49,2020-10-19 01:13:06+00:00,2020,12.0
254,COPERNICUS/S1_GRD/S1B_IW_GRDH_1SDV_20210405T011303_20210405T011328_026325_03245B_B73A,50.59,-111.13,49,2021-04-05 01:13:03+00:00,2021,0.0
255,COPERNICUS/S1_GRD/S1B_IW_GRDH_1SDV_20210417T011304_20210417T011329_026500_0329ED_7CF1,50.59,-111.13,49,2021-04-17 01:13:04+00:00,2021,12.0
256,COPERNICUS/S1_GRD/S1B_IW_GRDH_1SDV_20210429T011304_20210429T011329_026675_032F8A_D99D,50.59,-111.12,49,2021-04-29 01:13:04+00:00,2021,12.0
257,COPERNICUS/S1_GRD/S1B_IW_GRDH_1SDV_20210511T011305_20210511T011330_026850_03351F_7577,50.59,-111.13,49,2021-05-11 01:13:05+00:00,2021,12.0
258,COPERNICUS/S1_GRD/S1B_IW_GRDH_1SDV_20210523T011305_20210523T011330_027025_033A8A_D32C,50.59,-111.13,49,2021-05-23 01:13:05+00:00,2021,12.0
259,COPERNICUS/S1_GRD/S1B_IW_GRDH_1SDV_20210604T011306_20210604T011331_027200_033FBA_0330,50.59,-111.13,49,2021-06-04 01:13:06+00:00,2021,12.0
260,COPERNICUS/S1_GRD/S1B_IW_GRDH_1SDV_20210616T011307_20210616T011332_027375_0344FB_745D,50.59,-111.13,49,2021-06-16 01:13:07+00:00,2021,12.0
261,COPERNICUS/S1_GRD/S1B_IW_GRDH_1SDV_20210628T011308_20210628T011333_027550_0349E6_4982,50.59,-111.12,49,2021-06-28 01:13:08+00:00,2021,12.0
262,COPERNICUS/S1_GRD/S1B_IW_GRDH_1SDV_20210710T011308_20210710T011333_027725_034F03_FF46,50.59,-111.12,49,2021-07-10 01:13:08+00:00,2021,12.0
263,COPERNICUS/S1_GRD/S1B_IW_GRDH_1SDV_20210722T011309_20210722T011334_027900_03543E_793C,50.59,-111.12,49,2021-07-22 01:13:09+00:00,2021,12.0
264,COPERNICUS/S1_GRD/S1B_IW_GRDH_1SDV_20210803T011310_20210803T011335_028075_035959_D2C5,50.59,-111.12,49,2021-08-03 01:13:10+00:00,2021,12.0
265,COPERNICUS/S1_GRD/S1B_IW_GRDH_1SDV_20210815T011310_20210815T011335_028250_035EC1_3B53,50.59,-111.13,49,2021-08-15 01:13:10+00:00,2021,12.0
266,COPERNICUS/S1_GRD/S1B_IW_GRDH_1SDV_20210827T011311_20210827T011336_028425_036436_4EF4,50.59,-111.13,49,2021-08-27 01:13:11+00:00,2021,12.0
267,COPERNICUS/S1_GRD/S1B_IW_GRDH_1SDV_20210908T011312_20210908T011337_028600_0369B7_74DC,50.59,-111.13,49,2021-09-08 01:13:12+00:00,2021,12.0
268,COPERNICUS/S1_GRD/S1B_IW_GRDH_1SDV_20210920T011312_20210920T011337_028775_036F14_8869,50.59,-111.12,49,2021-09-20 01:13:12+00:00,2021,12.0
269,COPERNICUS/S1_GRD/S1B_IW_GRDH_1SDV_20211014T011312_20211014T011337_029125_0379B2_DCCA,50.59,-111.13,49,2021-10-14 01:13:12+00:00,2021,24.0
270,COPERNICUS/S1_GRD/S1B_IW_GRDH_1SDV_20211026T011312_20211026T011337_029300_037F22_015A,50.59,-111.13,49,2021-10-26 01:13:12+00:00,2021,12.0
